date;dish_name;quantity
18/02/2015;The Five Cheese Pizza;3
18/02/2015;The Four Cheese Pizza;6
18/02/2015;The Greek Pizza;4
18/02/2015;The Green Garden Pizza;4
18/02/2015;The Hawaiian Pizza;11
18/02/2015;The Italian Capocollo Pizza;3
18/02/2015;The Italian Supreme Pizza;5
18/02/2015;The Italian Vegetables Pizza;1
18/02/2015;The Mediterranean Pizza;3
18/02/2015;The Mexicana Pizza;6
18/02/2015;The Napolitana Pizza;3
18/02/2015;The Pepper Salami Pizza;4
18/02/2015;The Pepperoni Pizza;6
18/02/2015;The Pepperoni, Mushroom, and Peppers Pizza;8
18/02/2015;The Prosciutto and Arugula Pizza;10
18/02/2015;The Sicilian Pizza;6
18/02/2015;The Soppressata Pizza;5
18/02/2015;The Southwest Chicken Pizza;7
18/02/2015;The Spicy Italian Pizza;5
18/02/2015;The Spinach Pesto Pizza;2
18/02/2015;The Spinach Supreme Pizza;3
18/02/2015;The Spinach and Feta Pizza;6
18/02/2015;The Thai Chicken Pizza;11
18/02/2015;The Vegetables + Vegetables Pizza;5
19/02/2015;The Barbecue Chicken Pizza;7
19/02/2015;The Big Meat Pizza;6
19/02/2015;The Brie Carre Pizza;1
19/02/2015;The Calabrese Pizza;4
19/02/2015;The California Chicken Pizza;6
19/02/2015;The Chicken Alfredo Pizza;0
19/02/2015;The Chicken Pesto Pizza;4
19/02/2015;The Classic Deluxe Pizza;5
19/02/2015;The Five Cheese Pizza;4
19/02/2015;The Four Cheese Pizza;4
19/02/2015;The Greek Pizza;2
19/02/2015;The Green Garden Pizza;3
19/02/2015;The Hawaiian Pizza;7
19/02/2015;The Italian Capocollo Pizza;0
19/02/2015;The Italian Supreme Pizza;7
19/02/2015;The Italian Vegetables Pizza;4
19/02/2015;The Mediterranean Pizza;2
19/02/2015;The Mexicana Pizza;6
19/02/2015;The Napolitana Pizza;2
19/02/2015;The Pepper Salami Pizza;6
19/02/2015;The Pepperoni Pizza;5
19/02/2015;The Pepperoni, Mushroom, and Peppers Pizza;3
19/02/2015;The Prosciutto and Arugula Pizza;2
19/02/2015;The Sicilian Pizza;3
19/02/2015;The Soppressata Pizza;2
19/02/2015;The Southwest Chicken Pizza;5
19/02/2015;The Spicy Italian Pizza;4
19/02/2015;The Spinach Pesto Pizza;6
19/02/2015;The Spinach Supreme Pizza;1
19/02/2015;The Spinach and Feta Pizza;4
19/02/2015;The Thai Chicken Pizza;3
19/02/2015;The Vegetables + Vegetables Pizza;5
20/02/2015;The Barbecue Chicken Pizza;8
20/02/2015;The Big Meat Pizza;5
20/02/2015;The Brie Carre Pizza;2
20/02/2015;The Calabrese Pizza;6
20/02/2015;The California Chicken Pizza;17
20/02/2015;The Chicken Alfredo Pizza;2
20/02/2015;The Chicken Pesto Pizza;9
20/02/2015;The Classic Deluxe Pizza;7
20/02/2015;The Five Cheese Pizza;3
20/02/2015;The Four Cheese Pizza;5
20/02/2015;The Greek Pizza;5
20/02/2015;The Green Garden Pizza;3
20/02/2015;The Hawaiian Pizza;6
20/02/2015;The Italian Capocollo Pizza;3
20/02/2015;The Italian Supreme Pizza;7
20/02/2015;The Italian Vegetables Pizza;2
20/02/2015;The Mediterranean Pizza;6
20/02/2015;The Mexicana Pizza;7
20/02/2015;The Napolitana Pizza;5
20/02/2015;The Pepper Salami Pizza;4
20/02/2015;The Pepperoni Pizza;13
20/02/2015;The Pepperoni, Mushroom, and Peppers Pizza;2
20/02/2015;The Prosciutto and Arugula Pizza;9
20/02/2015;The Sicilian Pizza;3
20/02/2015;The Soppressata Pizza;2
20/02/2015;The Southwest Chicken Pizza;4
20/02/2015;The Spicy Italian Pizza;5
20/02/2015;The Spinach Pesto Pizza;4
20/02/2015;The Spinach Supreme Pizza;6
20/02/2015;The Spinach and Feta Pizza;3
20/02/2015;The Thai Chicken Pizza;6
20/02/2015;The Vegetables + Vegetables Pizza;6
21/02/2015;The Barbecue Chicken Pizza;9
21/02/2015;The Big Meat Pizza;8
21/02/2015;The Brie Carre Pizza;3
21/02/2015;The Calabrese Pizza;5
21/02/2015;The California Chicken Pizza;5
21/02/2015;The Chicken Alfredo Pizza;1
21/02/2015;The Chicken Pesto Pizza;1
21/02/2015;The Classic Deluxe Pizza;6
21/02/2015;The Five Cheese Pizza;4
21/02/2015;The Four Cheese Pizza;11
21/02/2015;The Greek Pizza;3
21/02/2015;The Green Garden Pizza;5
21/02/2015;The Hawaiian Pizza;5
21/02/2015;The Italian Capocollo Pizza;3
21/02/2015;The Italian Supreme Pizza;1
21/02/2015;The Italian Vegetables Pizza;7
21/02/2015;The Mediterranean Pizza;4
21/02/2015;The Mexicana Pizza;0
21/02/2015;The Napolitana Pizza;7
21/02/2015;The Pepper Salami Pizza;1
21/02/2015;The Pepperoni Pizza;4
21/02/2015;The Pepperoni, Mushroom, and Peppers Pizza;3
21/02/2015;The Prosciutto and Arugula Pizza;1
21/02/2015;The Sicilian Pizza;2
21/02/2015;The Soppressata Pizza;2
21/02/2015;The Southwest Chicken Pizza;6
21/02/2015;The Spicy Italian Pizza;4
21/02/2015;The Spinach Pesto Pizza;2
21/02/2015;The Spinach Supreme Pizza;0
21/02/2015;The Spinach and Feta Pizza;1
21/02/2015;The Thai Chicken Pizza;8
21/02/2015;The Vegetables + Vegetables Pizza;5
22/02/2015;The Barbecue Chicken Pizza;4
22/02/2015;The Big Meat Pizza;5
22/02/2015;The Brie Carre Pizza;0
22/02/2015;The Calabrese Pizza;1
22/02/2015;The California Chicken Pizza;7
22/02/2015;The Chicken Alfredo Pizza;2
22/02/2015;The Chicken Pesto Pizza;1
22/02/2015;The Classic Deluxe Pizza;6
22/02/2015;The Five Cheese Pizza;4
22/02/2015;The Four Cheese Pizza;1
22/02/2015;The Greek Pizza;4
22/02/2015;The Green Garden Pizza;1
22/02/2015;The Hawaiian Pizza;4
22/02/2015;The Italian Capocollo Pizza;3
22/02/2015;The Italian Supreme Pizza;0
22/02/2015;The Italian Vegetables Pizza;1
22/02/2015;The Mediterranean Pizza;0
22/02/2015;The Mexicana Pizza;1
22/02/2015;The Napolitana Pizza;0
22/02/2015;The Pepper Salami Pizza;3
22/02/2015;The Pepperoni Pizza;3
22/02/2015;The Pepperoni, Mushroom, and Peppers Pizza;7
22/02/2015;The Prosciutto and Arugula Pizza;2
22/02/2015;The Sicilian Pizza;9
22/02/2015;The Soppressata Pizza;1
22/02/2015;The Southwest Chicken Pizza;3
22/02/2015;The Spicy Italian Pizza;5
22/02/2015;The Spinach Pesto Pizza;4
22/02/2015;The Spinach Supreme Pizza;2
22/02/2015;The Spinach and Feta Pizza;4
22/02/2015;The Thai Chicken Pizza;6
22/02/2015;The Vegetables + Vegetables Pizza;3
23/02/2015;The Barbecue Chicken Pizza;5
23/02/2015;The Big Meat Pizza;3
23/02/2015;The Brie Carre Pizza;1
23/02/2015;The Calabrese Pizza;3
23/02/2015;The California Chicken Pizza;10
23/02/2015;The Chicken Alfredo Pizza;3
23/02/2015;The Chicken Pesto Pizza;4
23/02/2015;The Classic Deluxe Pizza;9
23/02/2015;The Five Cheese Pizza;2
23/02/2015;The Four Cheese Pizza;3
23/02/2015;The Greek Pizza;3
23/02/2015;The Green Garden Pizza;3
23/02/2015;The Hawaiian Pizza;6
23/02/2015;The Italian Capocollo Pizza;5
23/02/2015;The Italian Supreme Pizza;5
23/02/2015;The Italian Vegetables Pizza;4
23/02/2015;The Mediterranean Pizza;1
23/02/2015;The Mexicana Pizza;3
23/02/2015;The Napolitana Pizza;6
23/02/2015;The Pepper Salami Pizza;1
23/02/2015;The Pepperoni Pizza;6
23/02/2015;The Pepperoni, Mushroom, and Peppers Pizza;4
23/02/2015;The Prosciutto and Arugula Pizza;5
23/02/2015;The Sicilian Pizza;1
23/02/2015;The Soppressata Pizza;3
23/02/2015;The Southwest Chicken Pizza;3
23/02/2015;The Spicy Italian Pizza;5
23/02/2015;The Spinach Pesto Pizza;1
23/02/2015;The Spinach Supreme Pizza;5
23/02/2015;The Spinach and Feta Pizza;3
23/02/2015;The Thai Chicken Pizza;4
23/02/2015;The Vegetables + Vegetables Pizza;8
24/02/2015;The Barbecue Chicken Pizza;7
24/02/2015;The Big Meat Pizza;2
24/02/2015;The Brie Carre Pizza;3
24/02/2015;The Calabrese Pizza;6
24/02/2015;The California Chicken Pizza;6
24/02/2015;The Chicken Alfredo Pizza;1
24/02/2015;The Chicken Pesto Pizza;1
24/02/2015;The Classic Deluxe Pizza;5
24/02/2015;The Five Cheese Pizza;9
24/02/2015;The Four Cheese Pizza;4
24/02/2015;The Greek Pizza;2
24/02/2015;The Green Garden Pizza;3
24/02/2015;The Hawaiian Pizza;9
24/02/2015;The Italian Capocollo Pizza;3
24/02/2015;The Italian Supreme Pizza;5
24/02/2015;The Italian Vegetables Pizza;1
24/02/2015;The Mediterranean Pizza;0
24/02/2015;The Mexicana Pizza;3
24/02/2015;The Napolitana Pizza;4
24/02/2015;The Pepper Salami Pizza;7
24/02/2015;The Pepperoni Pizza;11
24/02/2015;The Pepperoni, Mushroom, and Peppers Pizza;3
24/02/2015;The Prosciutto and Arugula Pizza;3
24/02/2015;The Sicilian Pizza;4
24/02/2015;The Soppressata Pizza;3
24/02/2015;The Southwest Chicken Pizza;6
24/02/2015;The Spicy Italian Pizza;5
24/02/2015;The Spinach Pesto Pizza;3
24/02/2015;The Spinach Supreme Pizza;5
24/02/2015;The Spinach and Feta Pizza;1
24/02/2015;The Thai Chicken Pizza;6
24/02/2015;The Vegetables + Vegetables Pizza;3
25/02/2015;The Barbecue Chicken Pizza;5
25/02/2015;The Big Meat Pizza;10
25/02/2015;The Brie Carre Pizza;0
25/02/2015;The Calabrese Pizza;2
25/02/2015;The California Chicken Pizza;4
25/02/2015;The Chicken Alfredo Pizza;4
25/02/2015;The Chicken Pesto Pizza;5
25/02/2015;The Classic Deluxe Pizza;6
25/02/2015;The Five Cheese Pizza;4
25/02/2015;The Four Cheese Pizza;12
25/02/2015;The Greek Pizza;3
25/02/2015;The Green Garden Pizza;3
25/02/2015;The Hawaiian Pizza;3
25/02/2015;The Italian Capocollo Pizza;4
25/02/2015;The Italian Supreme Pizza;3
25/02/2015;The Italian Vegetables Pizza;4
25/02/2015;The Mediterranean Pizza;0
25/02/2015;The Mexicana Pizza;3
25/02/2015;The Napolitana Pizza;6
25/02/2015;The Pepper Salami Pizza;4
25/02/2015;The Pepperoni Pizza;4
25/02/2015;The Pepperoni, Mushroom, and Peppers Pizza;6
25/02/2015;The Prosciutto and Arugula Pizza;2
25/02/2015;The Sicilian Pizza;9
25/02/2015;The Soppressata Pizza;6
25/02/2015;The Southwest Chicken Pizza;6
25/02/2015;The Spicy Italian Pizza;3
25/02/2015;The Spinach Pesto Pizza;2
25/02/2015;The Spinach Supreme Pizza;2
25/02/2015;The Spinach and Feta Pizza;7
25/02/2015;The Thai Chicken Pizza;6
25/02/2015;The Vegetables + Vegetables Pizza;6
26/02/2015;The Barbecue Chicken Pizza;3
26/02/2015;The Big Meat Pizza;5
26/02/2015;The Brie Carre Pizza;0
26/02/2015;The Calabrese Pizza;1
26/02/2015;The California Chicken Pizza;6
26/02/2015;The Chicken Alfredo Pizza;2
26/02/2015;The Chicken Pesto Pizza;5
26/02/2015;The Classic Deluxe Pizza;4
26/02/2015;The Five Cheese Pizza;3
26/02/2015;The Four Cheese Pizza;4
26/02/2015;The Greek Pizza;4
26/02/2015;The Green Garden Pizza;0
26/02/2015;The Hawaiian Pizza;12
26/02/2015;The Italian Capocollo Pizza;5
26/02/2015;The Italian Supreme Pizza;2
26/02/2015;The Italian Vegetables Pizza;6
26/02/2015;The Mediterranean Pizza;4
26/02/2015;The Mexicana Pizza;6
26/02/2015;The Napolitana Pizza;4
26/02/2015;The Pepper Salami Pizza;7
26/02/2015;The Pepperoni Pizza;10
26/02/2015;The Pepperoni, Mushroom, and Peppers Pizza;5
26/02/2015;The Prosciutto and Arugula Pizza;5
26/02/2015;The Sicilian Pizza;8
26/02/2015;The Soppressata Pizza;4
26/02/2015;The Southwest Chicken Pizza;2
26/02/2015;The Spicy Italian Pizza;1
26/02/2015;The Spinach Pesto Pizza;1
26/02/2015;The Spinach Supreme Pizza;4
26/02/2015;The Spinach and Feta Pizza;6
26/02/2015;The Thai Chicken Pizza;8
26/02/2015;The Vegetables + Vegetables Pizza;3
27/02/2015;The Barbecue Chicken Pizza;7
27/02/2015;The Big Meat Pizza;6
27/02/2015;The Brie Carre Pizza;0
27/02/2015;The Calabrese Pizza;3
27/02/2015;The California Chicken Pizza;12
27/02/2015;The Chicken Alfredo Pizza;3
27/02/2015;The Chicken Pesto Pizza;1
27/02/2015;The Classic Deluxe Pizza;6
27/02/2015;The Five Cheese Pizza;2
27/02/2015;The Four Cheese Pizza;9
27/02/2015;The Greek Pizza;3
27/02/2015;The Green Garden Pizza;6
27/02/2015;The Hawaiian Pizza;5
27/02/2015;The Italian Capocollo Pizza;5
27/02/2015;The Italian Supreme Pizza;4
27/02/2015;The Italian Vegetables Pizza;4
27/02/2015;The Mediterranean Pizza;7
27/02/2015;The Mexicana Pizza;0
27/02/2015;The Napolitana Pizza;5
27/02/2015;The Pepper Salami Pizza;11
27/02/2015;The Pepperoni Pizza;14
27/02/2015;The Pepperoni, Mushroom, and Peppers Pizza;6
27/02/2015;The Prosciutto and Arugula Pizza;5
27/02/2015;The Sicilian Pizza;7
27/02/2015;The Soppressata Pizza;2
27/02/2015;The Southwest Chicken Pizza;7
27/02/2015;The Spicy Italian Pizza;8
27/02/2015;The Spinach Pesto Pizza;5
27/02/2015;The Spinach Supreme Pizza;6
27/02/2015;The Spinach and Feta Pizza;2
27/02/2015;The Thai Chicken Pizza;7
27/02/2015;The Vegetables + Vegetables Pizza;5
28/02/2015;The Barbecue Chicken Pizza;8
28/02/2015;The Big Meat Pizza;7
28/02/2015;The Brie Carre Pizza;1
28/02/2015;The Calabrese Pizza;2
28/02/2015;The California Chicken Pizza;7
28/02/2015;The Chicken Alfredo Pizza;2
28/02/2015;The Chicken Pesto Pizza;4
28/02/2015;The Classic Deluxe Pizza;4
28/02/2015;The Five Cheese Pizza;7
28/02/2015;The Four Cheese Pizza;7
28/02/2015;The Greek Pizza;5
28/02/2015;The Green Garden Pizza;8
28/02/2015;The Hawaiian Pizza;9
28/02/2015;The Italian Capocollo Pizza;3
28/02/2015;The Italian Supreme Pizza;5
28/02/2015;The Italian Vegetables Pizza;1
28/02/2015;The Mediterranean Pizza;7
28/02/2015;The Mexicana Pizza;4
28/02/2015;The Napolitana Pizza;4
28/02/2015;The Pepper Salami Pizza;3
28/02/2015;The Pepperoni Pizza;3
28/02/2015;The Pepperoni, Mushroom, and Peppers Pizza;7
28/02/2015;The Prosciutto and Arugula Pizza;2
28/02/2015;The Sicilian Pizza;5
28/02/2015;The Soppressata Pizza;3
28/02/2015;The Southwest Chicken Pizza;6
28/02/2015;The Spicy Italian Pizza;9
28/02/2015;The Spinach Pesto Pizza;1
28/02/2015;The Spinach Supreme Pizza;6
28/02/2015;The Spinach and Feta Pizza;4
28/02/2015;The Thai Chicken Pizza;3
28/02/2015;The Vegetables + Vegetables Pizza;7
01/03/2015;The Barbecue Chicken Pizza;2
01/03/2015;The Big Meat Pizza;3
01/03/2015;The Brie Carre Pizza;1
01/03/2015;The Calabrese Pizza;1
01/03/2015;The California Chicken Pizza;6
01/03/2015;The Chicken Alfredo Pizza;0
01/03/2015;The Chicken Pesto Pizza;1
01/03/2015;The Classic Deluxe Pizza;4
01/03/2015;The Five Cheese Pizza;5
01/03/2015;The Four Cheese Pizza;4
01/03/2015;The Greek Pizza;3
01/03/2015;The Green Garden Pizza;3
01/03/2015;The Hawaiian Pizza;6
01/03/2015;The Italian Capocollo Pizza;3
01/03/2015;The Italian Supreme Pizza;4
01/03/2015;The Italian Vegetables Pizza;1
01/03/2015;The Mediterranean Pizza;3
01/03/2015;The Mexicana Pizza;1
01/03/2015;The Napolitana Pizza;1
01/03/2015;The Pepper Salami Pizza;3
01/03/2015;The Pepperoni Pizza;8
01/03/2015;The Pepperoni, Mushroom, and Peppers Pizza;2
01/03/2015;The Prosciutto and Arugula Pizza;1
01/03/2015;The Sicilian Pizza;2
01/03/2015;The Soppressata Pizza;0
01/03/2015;The Southwest Chicken Pizza;9
01/03/2015;The Spicy Italian Pizza;4
01/03/2015;The Spinach Pesto Pizza;3
01/03/2015;The Spinach Supreme Pizza;0
01/03/2015;The Spinach and Feta Pizza;5
01/03/2015;The Thai Chicken Pizza;4
01/03/2015;The Vegetables + Vegetables Pizza;6
02/03/2015;The Barbecue Chicken Pizza;9
02/03/2015;The Big Meat Pizza;5
02/03/2015;The Brie Carre Pizza;1
02/03/2015;The Calabrese Pizza;3
02/03/2015;The California Chicken Pizza;7
02/03/2015;The Chicken Alfredo Pizza;2
02/03/2015;The Chicken Pesto Pizza;2
02/03/2015;The Classic Deluxe Pizza;7
02/03/2015;The Five Cheese Pizza;2
02/03/2015;The Four Cheese Pizza;2
02/03/2015;The Greek Pizza;3
02/03/2015;The Green Garden Pizza;3
02/03/2015;The Hawaiian Pizza;7
02/03/2015;The Italian Capocollo Pizza;3
02/03/2015;The Italian Supreme Pizza;3
02/03/2015;The Italian Vegetables Pizza;3
02/03/2015;The Mediterranean Pizza;2
02/03/2015;The Mexicana Pizza;5
02/03/2015;The Napolitana Pizza;3
02/03/2015;The Pepper Salami Pizza;4
02/03/2015;The Pepperoni Pizza;4
02/03/2015;The Pepperoni, Mushroom, and Peppers Pizza;6
02/03/2015;The Prosciutto and Arugula Pizza;5
02/03/2015;The Sicilian Pizza;4
02/03/2015;The Soppressata Pizza;2
02/03/2015;The Southwest Chicken Pizza;11
02/03/2015;The Spicy Italian Pizza;9
02/03/2015;The Spinach Pesto Pizza;3
02/03/2015;The Spinach Supreme Pizza;4
02/03/2015;The Spinach and Feta Pizza;5
02/03/2015;The Thai Chicken Pizza;5
02/03/2015;The Vegetables + Vegetables Pizza;5
03/03/2015;The Barbecue Chicken Pizza;6
03/03/2015;The Big Meat Pizza;5
03/03/2015;The Brie Carre Pizza;3
03/03/2015;The Calabrese Pizza;1
03/03/2015;The California Chicken Pizza;8
03/03/2015;The Chicken Alfredo Pizza;6
03/03/2015;The Chicken Pesto Pizza;1
03/03/2015;The Classic Deluxe Pizza;7
03/03/2015;The Five Cheese Pizza;6
03/03/2015;The Four Cheese Pizza;3
03/03/2015;The Greek Pizza;1
03/03/2015;The Green Garden Pizza;2
03/03/2015;The Hawaiian Pizza;11
03/03/2015;The Italian Capocollo Pizza;6
03/03/2015;The Italian Supreme Pizza;1
03/03/2015;The Italian Vegetables Pizza;3
03/03/2015;The Mediterranean Pizza;2
03/03/2015;The Mexicana Pizza;6
03/03/2015;The Napolitana Pizza;4
03/03/2015;The Pepper Salami Pizza;6
03/03/2015;The Pepperoni Pizza;4
03/03/2015;The Pepperoni, Mushroom, and Peppers Pizza;2
03/03/2015;The Prosciutto and Arugula Pizza;5
03/03/2015;The Sicilian Pizza;7
03/03/2015;The Soppressata Pizza;3
03/03/2015;The Southwest Chicken Pizza;4
03/03/2015;The Spicy Italian Pizza;3
03/03/2015;The Spinach Pesto Pizza;4
03/03/2015;The Spinach Supreme Pizza;3
03/03/2015;The Spinach and Feta Pizza;5
03/03/2015;The Thai Chicken Pizza;5
03/03/2015;The Vegetables + Vegetables Pizza;4
04/03/2015;The Barbecue Chicken Pizza;11
04/03/2015;The Big Meat Pizza;5
04/03/2015;The Brie Carre Pizza;1
04/03/2015;The Calabrese Pizza;4
04/03/2015;The California Chicken Pizza;10
04/03/2015;The Chicken Alfredo Pizza;6
04/03/2015;The Chicken Pesto Pizza;2
04/03/2015;The Classic Deluxe Pizza;9
04/03/2015;The Five Cheese Pizza;2
04/03/2015;The Four Cheese Pizza;4
04/03/2015;The Greek Pizza;2
04/03/2015;The Green Garden Pizza;2
04/03/2015;The Hawaiian Pizza;8
04/03/2015;The Italian Capocollo Pizza;7
04/03/2015;The Italian Supreme Pizza;5
04/03/2015;The Italian Vegetables Pizza;4
04/03/2015;The Mediterranean Pizza;5
04/03/2015;The Mexicana Pizza;4
04/03/2015;The Napolitana Pizza;8
04/03/2015;The Pepper Salami Pizza;5
04/03/2015;The Pepperoni Pizza;3
04/03/2015;The Pepperoni, Mushroom, and Peppers Pizza;5
04/03/2015;The Prosciutto and Arugula Pizza;6
04/03/2015;The Sicilian Pizza;5
04/03/2015;The Soppressata Pizza;0
04/03/2015;The Southwest Chicken Pizza;6
04/03/2015;The Spicy Italian Pizza;1
04/03/2015;The Spinach Pesto Pizza;0
04/03/2015;The Spinach Supreme Pizza;2
04/03/2015;The Spinach and Feta Pizza;3
04/03/2015;The Thai Chicken Pizza;9
04/03/2015;The Vegetables + Vegetables Pizza;3
05/03/2015;The Barbecue Chicken Pizza;5
05/03/2015;The Big Meat Pizza;3
05/03/2015;The Brie Carre Pizza;0
05/03/2015;The Calabrese Pizza;2
05/03/2015;The California Chicken Pizza;9
05/03/2015;The Chicken Alfredo Pizza;1
05/03/2015;The Chicken Pesto Pizza;0
05/03/2015;The Classic Deluxe Pizza;7
05/03/2015;The Five Cheese Pizza;5
05/03/2015;The Four Cheese Pizza;8
05/03/2015;The Greek Pizza;4
05/03/2015;The Green Garden Pizza;1
05/03/2015;The Hawaiian Pizza;11
05/03/2015;The Italian Capocollo Pizza;5
05/03/2015;The Italian Supreme Pizza;5
05/03/2015;The Italian Vegetables Pizza;2
05/03/2015;The Mediterranean Pizza;2
05/03/2015;The Mexicana Pizza;4
05/03/2015;The Napolitana Pizza;3
05/03/2015;The Pepper Salami Pizza;4
05/03/2015;The Pepperoni Pizza;5
05/03/2015;The Pepperoni, Mushroom, and Peppers Pizza;7
05/03/2015;The Prosciutto and Arugula Pizza;7
05/03/2015;The Sicilian Pizza;3
05/03/2015;The Soppressata Pizza;4
05/03/2015;The Southwest Chicken Pizza;7
05/03/2015;The Spicy Italian Pizza;7
05/03/2015;The Spinach Pesto Pizza;2
05/03/2015;The Spinach Supreme Pizza;3
05/03/2015;The Spinach and Feta Pizza;1
05/03/2015;The Thai Chicken Pizza;8
05/03/2015;The Vegetables + Vegetables Pizza;7
06/03/2015;The Barbecue Chicken Pizza;8
06/03/2015;The Big Meat Pizza;5
06/03/2015;The Brie Carre Pizza;4
06/03/2015;The Calabrese Pizza;2
06/03/2015;The California Chicken Pizza;5
06/03/2015;The Chicken Alfredo Pizza;5
06/03/2015;The Chicken Pesto Pizza;2
06/03/2015;The Classic Deluxe Pizza;8
06/03/2015;The Five Cheese Pizza;7
06/03/2015;The Four Cheese Pizza;3
06/03/2015;The Greek Pizza;2
06/03/2015;The Green Garden Pizza;3
06/03/2015;The Hawaiian Pizza;10
06/03/2015;The Italian Capocollo Pizza;2
06/03/2015;The Italian Supreme Pizza;7
06/03/2015;The Italian Vegetables Pizza;4
06/03/2015;The Mediterranean Pizza;2
06/03/2015;The Mexicana Pizza;4
06/03/2015;The Napolitana Pizza;2
06/03/2015;The Pepper Salami Pizza;2
06/03/2015;The Pepperoni Pizza;10
06/03/2015;The Pepperoni, Mushroom, and Peppers Pizza;3
06/03/2015;The Prosciutto and Arugula Pizza;9
06/03/2015;The Sicilian Pizza;4
06/03/2015;The Soppressata Pizza;4
06/03/2015;The Southwest Chicken Pizza;5
06/03/2015;The Spicy Italian Pizza;7
06/03/2015;The Spinach Pesto Pizza;5
06/03/2015;The Spinach Supreme Pizza;2
06/03/2015;The Spinach and Feta Pizza;4
06/03/2015;The Thai Chicken Pizza;5
06/03/2015;The Vegetables + Vegetables Pizza;7
07/03/2015;The Barbecue Chicken Pizza;12
07/03/2015;The Big Meat Pizza;8
07/03/2015;The Brie Carre Pizza;1
07/03/2015;The Calabrese Pizza;2
07/03/2015;The California Chicken Pizza;5
07/03/2015;The Chicken Alfredo Pizza;4
07/03/2015;The Chicken Pesto Pizza;2
07/03/2015;The Classic Deluxe Pizza;5
07/03/2015;The Five Cheese Pizza;2
07/03/2015;The Four Cheese Pizza;4
07/03/2015;The Greek Pizza;3
07/03/2015;The Green Garden Pizza;6
07/03/2015;The Hawaiian Pizza;6
07/03/2015;The Italian Capocollo Pizza;4
07/03/2015;The Italian Supreme Pizza;7
07/03/2015;The Italian Vegetables Pizza;4
07/03/2015;The Mediterranean Pizza;0
07/03/2015;The Mexicana Pizza;4
07/03/2015;The Napolitana Pizza;4
07/03/2015;The Pepper Salami Pizza;5
07/03/2015;The Pepperoni Pizza;3
07/03/2015;The Pepperoni, Mushroom, and Peppers Pizza;7
07/03/2015;The Prosciutto and Arugula Pizza;4
07/03/2015;The Sicilian Pizza;8
07/03/2015;The Soppressata Pizza;4
07/03/2015;The Southwest Chicken Pizza;3
07/03/2015;The Spicy Italian Pizza;3
07/03/2015;The Spinach Pesto Pizza;6
07/03/2015;The Spinach Supreme Pizza;3
07/03/2015;The Spinach and Feta Pizza;7
07/03/2015;The Thai Chicken Pizza;5
07/03/2015;The Vegetables + Vegetables Pizza;3
08/03/2015;The Barbecue Chicken Pizza;12
08/03/2015;The Big Meat Pizza;8
08/03/2015;The Brie Carre Pizza;1
08/03/2015;The Calabrese Pizza;2
08/03/2015;The California Chicken Pizza;3
08/03/2015;The Chicken Alfredo Pizza;5
08/03/2015;The Chicken Pesto Pizza;4
08/03/2015;The Classic Deluxe Pizza;7
08/03/2015;The Five Cheese Pizza;2
08/03/2015;The Four Cheese Pizza;5
08/03/2015;The Greek Pizza;0
08/03/2015;The Green Garden Pizza;3
08/03/2015;The Hawaiian Pizza;10
08/03/2015;The Italian Capocollo Pizza;2
08/03/2015;The Italian Supreme Pizza;5
08/03/2015;The Italian Vegetables Pizza;4
08/03/2015;The Mediterranean Pizza;3
08/03/2015;The Mexicana Pizza;4
08/03/2015;The Napolitana Pizza;2
08/03/2015;The Pepper Salami Pizza;3
08/03/2015;The Pepperoni Pizza;8
08/03/2015;The Pepperoni, Mushroom, and Peppers Pizza;1
08/03/2015;The Prosciutto and Arugula Pizza;5
08/03/2015;The Sicilian Pizza;4
08/03/2015;The Soppressata Pizza;2
08/03/2015;The Southwest Chicken Pizza;6
08/03/2015;The Spicy Italian Pizza;6
08/03/2015;The Spinach Pesto Pizza;1
08/03/2015;The Spinach Supreme Pizza;2
08/03/2015;The Spinach and Feta Pizza;2
08/03/2015;The Thai Chicken Pizza;9
08/03/2015;The Vegetables + Vegetables Pizza;4
09/03/2015;The Barbecue Chicken Pizza;10
09/03/2015;The Big Meat Pizza;5
09/03/2015;The Brie Carre Pizza;2
09/03/2015;The Calabrese Pizza;2
09/03/2015;The California Chicken Pizza;7
09/03/2015;The Chicken Alfredo Pizza;4
09/03/2015;The Chicken Pesto Pizza;5
09/03/2015;The Classic Deluxe Pizza;9
09/03/2015;The Five Cheese Pizza;7
09/03/2015;The Four Cheese Pizza;6
09/03/2015;The Greek Pizza;5
09/03/2015;The Green Garden Pizza;4
09/03/2015;The Hawaiian Pizza;6
09/03/2015;The Italian Capocollo Pizza;4
09/03/2015;The Italian Supreme Pizza;5
09/03/2015;The Italian Vegetables Pizza;1
09/03/2015;The Mediterranean Pizza;3
09/03/2015;The Mexicana Pizza;4
09/03/2015;The Napolitana Pizza;2
09/03/2015;The Pepper Salami Pizza;3
09/03/2015;The Pepperoni Pizza;5
09/03/2015;The Pepperoni, Mushroom, and Peppers Pizza;2
09/03/2015;The Prosciutto and Arugula Pizza;4
09/03/2015;The Sicilian Pizza;2
09/03/2015;The Soppressata Pizza;3
09/03/2015;The Southwest Chicken Pizza;8
09/03/2015;The Spicy Italian Pizza;4
09/03/2015;The Spinach Pesto Pizza;2
09/03/2015;The Spinach Supreme Pizza;3
09/03/2015;The Spinach and Feta Pizza;3
09/03/2015;The Thai Chicken Pizza;6
